name,type,address,lon,lat,pname,cityname,adname
星巴克(合生麒麟新天地店),餐饮服务;咖啡厅;星巴克咖啡,北京城区望京街4号楼一层星巴克门店,116.477712,39.996653,北京市,北京市,朝阳区
星巴克臻选(北京华贸非遗概念店),餐饮服务;咖啡厅;星巴克咖啡,北京城区非遗店一楼外面(大望路地铁站H东北口步行190米),116.480054,39.909481,北京市,北京市,朝阳区
裕莲茶楼(北京朝阳大悦城店),餐饮服务;冷饮店;冷饮店,朝阳北路101号楼1层101内1F-02B,116.519164,39.923906,北京市,北京市,朝阳区
喜茶(北京昌平超极合生汇店),餐饮服务;冷饮店;冷饮店|餐饮服务;休闲餐饮场所;休闲餐饮场所,北清路1号院1号楼地下二层LG2-122,116.292079,40.096754,北京市,北京市,昌平区
帝星咖啡(望京南湖店),餐饮服务;咖啡厅;咖啡厅,北京城区南湖中园304号楼1层101内102、2层201,116.462402,39.993676,北京市,北京市,朝阳区
星巴克臻选北京安贞环宇荟店,餐饮服务;咖啡厅;星巴克咖啡,北京市安定路5号院6号楼L104-1号,116.406058,39.977548,北京市,北京市,朝阳区
Peet's Coffee皮爷咖啡(三里屯太古里南区店),餐饮服务;咖啡厅;咖啡厅,北京城区三里屯路19号院5号楼二层S05-2内S5-20单元,116.453703,39.935043,北京市,北京市,朝阳区
爷爷不泡茶NOYEYENOTEA(北京超极合生汇店),餐饮服务;冷饮店;冷饮店,北清路1号院超级合生汇LG2-78,116.292463,40.096868,北京市,北京市,昌平区
CHAGEE霸王茶姬(北京T+MALL店),餐饮服务;冷饮店;冷饮店,南三里屯路1号三里屯一号场T+MALLF1层,116.454950,39.932018,北京市,北京市,朝阳区
茶百道(北京荟聚店),餐饮服务;冷饮店;冷饮店,北京城区欣宁街15号北京荟聚中心L12层02E144A号,116.326285,39.786595,北京市,北京市,大兴区
星巴克(通州万达广场店),餐饮服务;咖啡厅;星巴克咖啡,北京城区新华西街58号通州万达广场1号楼一层1057号商铺,116.643173,39.905548,北京市,北京市,通州区
星巴克(枫蓝国际购物中心店),餐饮服务;咖啡厅;星巴克咖啡,北京城区西直门北大街32号院1号楼1层枫蓝国际,116.356037,39.953387,北京市,北京市,海淀区
星巴克臻选(望京凯德MALL店),餐饮服务;咖啡厅;星巴克咖啡,北京城区广顺北大街33号望京凯德MALL一层,116.468980,39.992932,北京市,北京市,朝阳区
奈雪的茶(北京超极合生汇店),餐饮服务;冷饮店;冷饮店|餐饮服务;糕饼店;糕饼店,北清路1号院1号地下二层LG2-84(靠近东区LG2商场服务台),116.292625,40.096396,北京市,北京市,昌平区
麦记牛奶(北京西单更新场店),餐饮服务;冷饮店;冷饮店,北京城区西单北大街180号华润置地西单更新场B104,116.375584,39.908596,北京市,北京市,西城区
星巴克(北京盈科中心咖啡店),餐饮服务;咖啡厅;星巴克咖啡,"北京城区工人体育场北路甲2号裙房01层103A单元及02层202A,203A单元",116.458071,39.932451,北京市,北京市,朝阳区
星巴克(北京未来中心咖啡店),餐饮服务;咖啡厅;星巴克咖啡,北京城区英才南一街3号院1号楼103,116.478123,40.116233,北京市,北京市,昌平区
LINLEE·手打柠檬茶(合生汇店),餐饮服务;冷饮店;冷饮店,北京城区西大望路21号合生汇B2层B2-K01,116.479836,39.893698,北京市,北京市,朝阳区
星巴克(丰科万达广场店),餐饮服务;咖啡厅;星巴克咖啡,丰科路6号万达广场1楼1056-1057号,116.298168,39.824427,北京市,北京市,丰台区
星巴克臻选(北京望京SOHO 2店),餐饮服务;咖啡厅;星巴克咖啡,北京城区阜通东大街1号院5号楼SOHOT3一层3118-3119,116.481090,39.995806,北京市,北京市,朝阳区
瑞幸咖啡(恒奥中心·冯唐主题店),餐饮服务;餐饮相关场所;餐饮相关,锦什坊街26号恒奥中心店C座一层大堂,116.363128,39.922369,北京市,北京市,西城区
JM Cafe(团结湖店),餐饮服务;咖啡厅;咖啡厅,北京城区东朗团结新里东门23号楼,116.469079,39.929687,北京市,北京市,朝阳区
星巴克(北京祥云东方苑二店),餐饮服务;咖啡厅;星巴克咖啡,北京城区安泰大街6号院中粮祥云小镇南区11号楼107号,116.537602,40.086350,北京市,北京市,顺义区
星巴克(北京西单北大街第二店),餐饮服务;咖啡厅;星巴克咖啡,北京城区西单北大街133号君太百货二层,116.373132,39.909857,北京市,北京市,西城区
% Arabica阿拉比卡咖啡(三里屯太古里南区店),餐饮服务;咖啡厅;咖啡厅,三里屯路19号三里屯太古里南区L1层,116.454790,39.935650,北京市,北京市,朝阳区
漫咖啡MAANCOFFEE(万象新天店),餐饮服务;咖啡厅;咖啡厅,北京城区常惠路3号楼1层1012层201,116.599049,39.929716,北京市,北京市,朝阳区
喜茶(北京蓝色港湾店),餐饮服务;冷饮店;冷饮店,朝阳公园路6号蓝色港湾室内步行街1F层SM1-553号,116.476423,39.949879,北京市,北京市,朝阳区
MOJO(中关村店),餐饮服务;咖啡厅;咖啡厅,中关村大街11号e世界财富中心F1层,116.314883,39.981645,北京市,北京市,海淀区
星巴克(首钢园店),餐饮服务;咖啡厅;星巴克咖啡,北京城区六工汇购物广场,116.154632,39.921361,北京市,北京市,石景山区
福叁咖啡(辛庄店),餐饮服务;咖啡厅;咖啡厅,辛庄村298号,116.436945,40.224276,北京市,北京市,昌平区
星巴克(北京金融大街店),餐饮服务;咖啡厅;星巴克咖啡,北京城区金融大家甲9号金融街中心1-101,116.358980,39.919490,北京市,北京市,西城区
隆延茶铺(学清路驹然店),餐饮服务;冷饮店;冷饮店,学清路甲8号E座一层驹然空间内,116.354674,40.009674,北京市,北京市,海淀区
星巴克(中航技广场店),餐饮服务;咖啡厅;星巴克咖啡,北京城区荣华南路15号院1号楼101-011室,116.517521,39.782128,北京市,北京市,大兴区
瑞幸咖啡(光华路SOHO二期店),餐饮服务;咖啡厅;咖啡厅,呼家楼街道光华路9号SOHO2E座,116.450973,39.914126,北京市,北京市,朝阳区
喜茶(北京新中关店·飞檐),餐饮服务;冷饮店;冷饮店,中关村大街19号新中关大厦首层L103号(北门入口处),116.315515,39.978462,北京市,北京市,海淀区
茉酸奶(北京三里屯SOHO店),餐饮服务;冷饮店;冷饮店,北京城区工人体育场北路8号院3号楼1层3110-1,116.453447,39.932574,北京市,北京市,朝阳区
星巴克(新光大中心artpark大融城店),餐饮服务;咖啡厅;星巴克咖啡,滨惠北一街新光大中心9B-112、215号,116.660988,39.916178,北京市,北京市,通州区
CHAGEE霸王茶姬(北京西直门凯德店),餐饮服务;冷饮店;冷饮店,西直门外大街1号凯德MALL-1层-101-B1-36A.36B号,116.353240,39.941370,北京市,北京市,西城区
星巴克(北京世东国际店),餐饮服务;咖啡厅;星巴克咖啡,广渠路18号世东国际1号楼1层105-106单元,116.502495,39.892201,北京市,北京市,朝阳区
星巴克(朝阳大悦城店),餐饮服务;咖啡厅;星巴克咖啡,北京城区朝阳北路101号楼朝阳大悦城5层48号商铺,116.518759,39.923885,北京市,北京市,朝阳区
脸红秦田田(五棵松华熙店),餐饮服务;中餐厅;中餐厅,北京城区复兴路69号,116.276436,39.908532,北京市,北京市,海淀区
星巴克(北京鲁谷远洋咖啡店),餐饮服务;咖啡厅;星巴克咖啡,玉泉路59号院1号楼远洋沁山水1层A001单元,116.252130,39.903525,北京市,北京市,石景山区
星巴克(华宇时尚购物中心店),餐饮服务;咖啡厅;星巴克咖啡,北京城区中关村南大街2号数码大厦B座华宇时尚购物中心内,116.323212,39.965198,北京市,北京市,海淀区
阿嬷手作(北京华贸店),体育休闲服务;休闲场所;休闲场所,北京城区skp北门旁边(茅台品藏馆华贸skp店对面),116.480548,39.910543,北京市,北京市,朝阳区
星巴克(北京望京东路咖啡店),餐饮服务;咖啡厅;星巴克咖啡,望京东园四区6号楼北望金辉大厦1层105单元,116.489020,40.002582,北京市,北京市,朝阳区
CoCo都可(新奥工美店),餐饮服务;冷饮店;冷饮店,天辰东路10号4幢-1层-110内K10,116.393511,40.001469,北京市,北京市,朝阳区
煮叶(国贸商城店),餐饮服务;中餐厅;中餐厅|餐饮服务;茶艺馆;茶艺馆,建国门外大街1号院1幢-01层-101内3B215铺位N17门进地下一层,116.459478,39.912462,北京市,北京市,朝阳区
星巴克臻选(北京清河万象汇1店),餐饮服务;咖啡厅;星巴克咖啡,北京城区清河中街68号北京清河万象汇西区首层L101号,116.332950,40.030440,北京市,北京市,海淀区
CHAGEE霸王茶姬(北京八达岭长城店),餐饮服务;冷饮店;冷饮店,S216八达岭长城(西侧),116.009287,40.356797,北京市,北京市,延庆区
喜茶(北京龙湖星悦荟店),餐饮服务;冷饮店;冷饮店,颐和园路200号等5幢龙湖·星悦荟A馆-L1-25,116.291033,39.997822,北京市,北京市,海淀区
瑞幸咖啡(外文大厦店),餐饮服务;餐饮相关场所;餐饮相关,西三环北路89号中国外文大厦B座1层01号,116.309129,39.934115,北京市,北京市,海淀区
星巴克咖啡(北京市潘家园旧货市场店),餐饮服务;咖啡厅;星巴克咖啡,潘家园街道潘家园路潘家园旧货市场北商房2-3号市场,116.457466,39.876051,北京市,北京市,朝阳区
星巴克(环洋大厦店),餐饮服务;咖啡厅;星巴克咖啡,北京城区上地东路1号1号院7号楼环洋大厦1层东101,116.302441,40.054002,北京市,北京市,海淀区
隆延茶铺(大望路SKPS店),餐饮服务;冷饮店;冷饮店,建国路86号SKP-S商场B1层,116.478980,39.907246,北京市,北京市,朝阳区
星巴克(北京惠新东街咖啡店),餐饮服务;咖啡厅;星巴克咖啡,北京城区惠新东街4号3号楼1层101单元,116.424476,39.987227,北京市,北京市,朝阳区
煮叶(五棵松万达广场店),餐饮服务;冷饮店;冷饮店,复兴路69号万达广场(五棵松店)1F层1052,116.277989,39.913137,北京市,北京市,海淀区
星巴克(国贸商城3期A座店),餐饮服务;咖啡厅;星巴克咖啡,北京城区国贸商城3期A座2层,116.458554,39.912774,北京市,北京市,朝阳区
瑞幸咖啡(望京凯德MALL-1F店),餐饮服务;咖啡厅;咖啡厅,广顺北大街33号院213号楼一层101内01-22号,116.468328,39.993411,北京市,北京市,朝阳区
COSTA COFFEE(雍和宫店),餐饮服务;咖啡厅;咖啡厅,雍和宫大街五道营胡同1-3号,116.416307,39.948466,北京市,北京市,东城区
星巴克(中邮保险玖安广场店),餐饮服务;咖啡厅;星巴克咖啡,北京城区安定门外大街208号中粮置地广场高塔1层1F-08商铺,116.408712,39.952047,北京市,北京市,东城区
星巴克(北京永定路咖啡店),餐饮服务;咖啡厅;星巴克咖啡,"北京城区永定路88号1层88-8室13/14号,2层88-10室16/17号",116.264993,39.904817,北京市,北京市,海淀区
瑞幸咖啡(长楹天街店),餐饮服务;咖啡厅;咖啡厅,常通路3号院长楹商业街西区商场外南面一层,116.598265,39.925031,北京市,北京市,朝阳区
